-119.90421200000002,38.93334850000003
-119.90402580000001,38.933389999999974
-119.90380700000001,38.93349919999998
-119.90367490000003,38.93365660000003
-119.90337349999999,38.93407409999996
-119.9030225,38.93462650000002
-119.9028243,38.93490590000003
-119.90251470000003,38.93536520000004
-119.90215960000002,38.935805200000026
-119.90166830000003,38.93629009999996
-119.90143710000001,38.936527800000015
-119.90129260000003,38.936759
-119.90123060000002,38.93703520000001
-119.90114390000002,38.93743020000001
-119.90108610000001,38.9375586
-119.90089209999998,38.937757800000036
-119.9004874,38.938082100000024
-119.90010760000003,38.938338999999985
-119.89994030000001,38.938493999999984
