"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-105.45964,36.57757,11674.05,3558.25
2,-105.45885,36.57805,11437.93,3486.28
3,-105.45829,36.57804,11350.43,3459.61
4,-105.45762,36.57871,11259.68,3431.95
