"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-105.45707,36.57577,11955.71,3644.10
2,-105.45733,36.57738,11490.98,3502.45
3,-105.45733,36.57795,11370.96,3465.87
