"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-105.44347,36.57090,10930.18,3331.52
2,-105.44320,36.57143,10926.67,3330.45
3,-105.44320,36.57172,10910.04,3325.38
4,-105.44297,36.57188,10887.73,3318.58
5,-105.44302,36.57250,10822.28,3298.63
