"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-105.44000,36.57517,10316.90,3144.59
2,-105.44013,36.57548,10296.79,3138.46
3,-105.44026,36.57592,10269.16,3130.04
4,-105.44058,36.57629,10256.73,3126.25
5,-105.44070,36.57678,10238.09,3120.57
6,-105.44079,36.57736,10222.54,3115.83
7,-105.44069,36.57784,10203.05,3109.89
8,-105.44067,36.57846,10164.04,3098.00
9,-105.44104,36.57889,10154.40,3095.06
10,-105.44170,36.57928,10141.57,3091.15
11,-105.44211,36.57986,10124.21,3085.86
12,-105.44243,36.58072,10054.92,3064.74
13,-105.44258,36.58176,9999.02,3047.70
14,-105.44255,36.58222,9969.69,3038.76
15,-105.44277,36.58298,9920.08,3023.64
16,-105.44293,36.58367,9888.09,3013.89
17,-105.44315,36.58436,9854.46,3003.64
18,-105.44360,36.58561,9823.13,2994.09
19,-105.44342,36.58692,9796.92,2986.10
20,-105.44288,36.58756,9787.40,2983.20
21,-105.44305,36.58821,9773.10,2978.84
22,-105.44310,36.58842,9765.62,2976.56
23,-105.44351,36.58908,9726.58,2964.66
24,-105.44373,36.58964,9694.49,2954.88
25,-105.44470,36.59012,9666.96,2946.49
26,-105.44507,36.59039,9661.55,2944.84
27,-105.44523,36.59050,9657.51,2943.61
28,-105.44601,36.59104,9612.21,2929.80
29,-105.44645,36.59137,9589.83,2922.98
30,-105.44733,36.59199,9551.18,2911.20
31,-105.44808,36.59262,9533.86,2905.92
32,-105.44882,36.59313,9512.80,2899.50
33,-105.44929,36.59348,9504.79,2897.06
34,-105.44946,36.59356,9503.51,2896.67
35,-105.44976,36.59381,9484.48,2890.87
36,-105.44997,36.59396,9476.61,2888.47
37,-105.45053,36.59424,9471.16,2886.81
