"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-105.45512,36.57662,11822.44,3603.48
2,-105.45537,36.57679,11793.67,3594.71
3,-105.45594,36.57771,11532.78,3515.19
4,-105.45608,36.57816,11433.07,3484.80
5,-105.45645,36.57943,11255.84,3430.78
