"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-105.44666,36.56768,11364.04,3463.76
2,-105.44614,36.56749,11388.29,3471.15
3,-105.44589,36.56734,11379.92,3468.60
4,-105.44561,36.56727,11373.52,3466.65
5,-105.44481,36.56937,11031.73,3362.47
6,-105.44465,36.56979,11001.90,3353.38
7,-105.44414,36.57060,10973.26,3344.65
8,-105.44410,36.57067,10964.04,3341.84
9,-105.44390,36.57108,10901.38,3322.74
10,-105.44398,36.57144,10870.64,3313.37
11,-105.44430,36.57179,10847.70,3306.38
12,-105.44423,36.57241,10832.68,3301.80
