"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-105.45434,36.57707,11795.05,3595.13
2,-105.45416,36.57732,11785.89,3592.34
3,-105.45397,36.57749,11770.60,3587.68
4,-105.45372,36.57768,11749.48,3581.24
5,-105.45345,36.57846,11706.27,3568.07
6,-105.45325,36.57888,11672.47,3557.77
7,-105.45300,36.57941,11620.87,3542.04
8,-105.45314,36.57999,11545.77,3519.15
9,-105.45314,36.58018,11531.23,3514.72
10,-105.45314,36.58044,11509.15,3507.99
11,-105.45302,36.58093,11473.06,3496.99
12,-105.45281,36.58163,11417.65,3480.10
13,-105.45281,36.58226,11356.89,3461.58
14,-105.45272,36.58265,11321.79,3450.88
15,-105.45273,36.58283,11304.56,3445.63
16,-105.45280,36.58298,11291.67,3441.70
