"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-105.44414,36.57060,10973.26,3344.65
2,-105.44347,36.57090,10930.18,3331.52
3,-105.44283,36.57117,10984.78,3348.16
4,-105.44211,36.57256,10782.94,3286.64
