"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-107.82274,37.90353,12214.01,3722.83
2,-107.82357,37.90381,12131.33,3697.63
3,-107.82462,37.90403,11952.92,3643.25
4,-107.82540,37.90427,11813.25,3600.68
5,-107.82653,37.90474,11517.13,3510.42
6,-107.82735,37.90523,11341.01,3456.74
7,-107.82803,37.90569,11245.24,3427.55
8,-107.82881,37.90610,11137.63,3394.75
9,-107.82934,37.90620,11080.54,3377.35
10,-107.82979,37.90630,11041.24,3365.37
11,-107.83035,37.90652,11001.28,3353.19
12,-107.83089,37.90672,10942.52,3335.28
