"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-107.83622,37.90212,10958.37,3340.11
2,-107.83634,37.90237,10942.78,3335.36
3,-107.83646,37.90283,10914.17,3326.64
4,-107.83650,37.90310,10901.31,3322.72
5,-107.83647,37.90320,10894.98,3320.79
6,-107.83637,37.90331,10886.58,3318.23
7,-107.83624,37.90342,10877.17,3315.36
8,-107.83611,37.90355,10867.72,3312.48
9,-107.83596,37.90374,10834.71,3302.42
10,-107.83584,37.90391,10806.82,3293.92
11,-107.83578,37.90405,10789.24,3288.56
12,-107.83576,37.90420,10782.78,3286.59
13,-107.83578,37.90446,10778.15,3285.18
14,-107.83592,37.90483,10771.29,3283.09
15,-107.83601,37.90523,10762.37,3280.37
16,-107.83605,37.90542,10760.76,3279.88
17,-107.83607,37.90546,10760.33,3279.75
18,-107.83610,37.90548,10760.47,3279.79
19,-107.83613,37.90548,10760.93,3279.93
20,-107.83616,37.90546,10761.19,3280.01
