"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-107.84021,37.89328,11684.35,3561.39
2,-107.84023,37.89335,11682.09,3560.70
3,-107.84031,37.89346,11660.66,3554.17
4,-107.84058,37.89369,11596.92,3534.74
5,-107.84078,37.89381,11558.40,3523.00
6,-107.84093,37.89390,11524.48,3512.66
7,-107.84100,37.89398,11503.28,3506.20
8,-107.84103,37.89405,11490.09,3502.18
9,-107.84109,37.89444,11412.14,3478.42
10,-107.84110,37.89489,11348.36,3458.98
11,-107.84108,37.89543,11306.17,3446.12
12,-107.84101,37.89598,11280.22,3438.21
13,-107.84095,37.89637,11258.66,3431.64
