"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-107.83328,37.93064,10509.91,3203.42
2,-107.83348,37.93075,10494.88,3198.84
3,-107.83408,37.93114,10467.68,3190.55
4,-107.83469,37.93153,10427.03,3178.16
5,-107.83582,37.93163,10335.14,3150.15
6,-107.83618,37.93160,10303.25,3140.43
7,-107.83737,37.93151,10200.03,3108.97
8,-107.83835,37.93142,10101.67,3078.99
9,-107.83985,37.93124,9992.22,3045.63
10,-107.84044,37.93119,9947.28,3031.93
11,-107.84082,37.93124,9918.87,3023.27
12,-107.84104,37.93133,9912.86,3021.44
13,-107.84118,37.93143,9909.55,3020.43
