"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-107.82381,37.90278,12243.93,3731.95
2,-107.82434,37.90286,12165.06,3707.91
3,-107.82523,37.90288,12023.36,3664.72
4,-107.82617,37.90280,11866.44,3616.89
5,-107.82692,37.90280,11722.05,3572.88
6,-107.82763,37.90297,11588.22,3532.09
7,-107.82842,37.90350,11459.48,3492.85
8,-107.82887,37.90386,11390.55,3471.84
9,-107.82945,37.90398,11331.50,3453.84
10,-107.83025,37.90437,11222.93,3420.75
11,-107.83074,37.90449,11147.08,3397.63
12,-107.83153,37.90464,11013.81,3357.01
13,-107.83258,37.90474,10907.45,3324.59
14,-107.83289,37.90482,10892.65,3320.08
