"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-107.84448,37.90401,11137.93,3394.84
2,-107.84470,37.90421,11132.02,3393.04
3,-107.84506,37.90431,11120.93,3389.66
4,-107.84533,37.90440,11112.37,3387.05
5,-107.84544,37.90452,11106.17,3385.16
6,-107.84558,37.90467,11096.79,3382.30
7,-107.84576,37.90476,11089.86,3380.19
8,-107.84595,37.90484,11084.42,3378.53
9,-107.84611,37.90497,11077.85,3376.53
10,-107.84619,37.90517,11070.05,3374.15
11,-107.84628,37.90541,11064.44,3372.44
12,-107.84635,37.90566,11057.15,3370.22
13,-107.84640,37.90585,11051.15,3368.39
14,-107.84650,37.90606,11044.29,3366.30
15,-107.84654,37.90622,11037.37,3364.19
16,-107.84655,37.90637,11031.17,3362.30
17,-107.84665,37.90650,11025.46,3360.56
18,-107.84682,37.90667,11014.40,3357.19
19,-107.84705,37.90677,11004.30,3354.11
20,-107.84766,37.90694,10995.54,3351.44
21,-107.84801,37.90702,10988.45,3349.28
22,-107.84832,37.90708,10986.16,3348.58
23,-107.84844,37.90713,10982.02,3347.32
24,-107.84858,37.90721,10976.90,3345.76
25,-107.84872,37.90740,10964.93,3342.11
26,-107.84888,37.90763,10952.95,3338.46
27,-107.84905,37.90786,10935.17,3333.04
28,-107.84924,37.90808,10918.60,3327.99
29,-107.84938,37.90828,10912.93,3326.26
30,-107.84941,37.90847,10910.96,3325.66
31,-107.84953,37.90877,10907.02,3324.46
32,-107.84971,37.90904,10896.65,3321.30
33,-107.84984,37.90925,10891.11,3319.61
34,-107.84999,37.90950,10879.53,3316.08
35,-107.85006,37.90971,10868.24,3312.64
36,-107.85019,37.90994,10862.47,3310.88
37,-107.85028,37.91011,10859.51,3309.98
38,-107.85045,37.91038,10853.81,3308.24
39,-107.85059,37.91055,10849.67,3306.98
