"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-107.83784,37.90611,10809.32,3294.68
2,-107.83787,37.90619,10806.40,3293.79
3,-107.83793,37.90632,10803.48,3292.90
4,-107.83796,37.90640,10799.51,3291.69
5,-107.83799,37.90651,10795.28,3290.40
6,-107.83797,37.90664,10786.29,3287.66
7,-107.83793,37.90676,10772.93,3283.59
8,-107.83786,37.90689,10754.17,3277.87
9,-107.83776,37.90708,10705.81,3263.13
10,-107.83752,37.90729,10660.89,3249.44
11,-107.83738,37.90740,10636.68,3242.06
12,-107.83721,37.90758,10610.20,3233.99
13,-107.83705,37.90775,10603.54,3231.96
14,-107.83701,37.90787,10593.01,3228.75
15,-107.83702,37.90801,10581.37,3225.20
16,-107.83703,37.90812,10570.08,3221.76
17,-107.83737,37.90874,10539.27,3212.37
18,-107.83749,37.90891,10524.51,3207.87
19,-107.83760,37.90904,10514.34,3204.77
20,-107.83777,37.90923,10502.99,3201.31
21,-107.83794,37.90943,10488.19,3196.80
22,-107.83804,37.90957,10478.35,3193.80
23,-107.83813,37.90966,10474.02,3192.48
24,-107.83827,37.90974,10470.44,3191.39
25,-107.83843,37.90981,10461.68,3188.72
26,-107.83864,37.90990,10452.79,3186.01
27,-107.83883,37.91005,10437.30,3181.29
28,-107.83909,37.91024,10421.10,3176.35
29,-107.83929,37.91039,10412.99,3173.88
30,-107.83944,37.91053,10405.81,3171.69
31,-107.83962,37.91071,10399.87,3169.88
32,-107.83975,37.91099,10375.62,3162.49
33,-107.83983,37.91114,10370.08,3160.80
34,-107.84009,37.91147,10353.94,3155.88
35,-107.84032,37.91168,10359.19,3157.48
36,-107.84049,37.91198,10347.05,3153.78
37,-107.84053,37.91215,10334.38,3149.92
38,-107.84053,37.91232,10314.60,3143.89
39,-107.84060,37.91248,10303.61,3140.54
40,-107.84077,37.91273,10293.54,3137.47
41,-107.84090,37.91303,10277.79,3132.67
42,-107.84098,37.91321,10271.46,3130.74
43,-107.84108,37.91338,10266.21,3129.14
44,-107.84126,37.91364,10252.63,3125.00
45,-107.84135,37.91382,10240.95,3121.44
46,-107.84141,37.91394,10233.79,3119.26
47,-107.84143,37.91406,10230.09,3118.13
48,-107.84146,37.91415,10229.17,3117.85
49,-107.84151,37.91426,10226.54,3117.05
50,-107.84161,37.91447,10213.81,3113.17
51,-107.84169,37.91466,10205.81,3110.73
52,-107.84173,37.91480,10202.99,3109.87
53,-107.84181,37.91496,10197.57,3108.22
54,-107.84185,37.91510,10190.22,3105.98
55,-107.84189,37.91521,10187.89,3105.27
56,-107.84197,37.91538,10182.51,3103.63
57,-107.84204,37.91552,10170.57,3099.99
58,-107.84210,37.91574,10160.40,3096.89
59,-107.84213,37.91596,10151.87,3094.29
60,-107.84216,37.91617,10146.06,3092.52
61,-107.84217,37.91651,10128.67,3087.22
62,-107.84219,37.91673,10123.46,3085.63
63,-107.84223,37.91694,10122.51,3085.34
64,-107.84227,37.91714,10123.23,3085.56
65,-107.84226,37.91735,10106.07,3080.33
66,-107.84226,37.91756,10091.73,3075.96
67,-107.84236,37.91793,10064.53,3067.67
68,-107.84237,37.91800,10058.43,3065.81
69,-107.84238,37.91807,10052.82,3064.10
70,-107.84240,37.91820,10044.59,3061.59
71,-107.84245,37.91836,10047.18,3062.38
72,-107.84261,37.91889,10035.07,3058.69
73,-107.84264,37.91903,10029.40,3056.96
74,-107.84271,37.91920,10025.75,3055.85
75,-107.84281,37.91939,10020.21,3054.16
76,-107.84298,37.91980,10010.60,3051.23
77,-107.84315,37.92018,9992.65,3045.76
78,-107.84333,37.92056,9975.53,3040.54
79,-107.84341,37.92070,9973.66,3039.97
80,-107.84358,37.92089,9966.93,3037.92
81,-107.84380,37.92114,9962.53,3036.58
82,-107.84431,37.92167,9959.94,3035.79
83,-107.84465,37.92206,9953.90,3033.95
84,-107.84516,37.92257,9946.26,3031.62
85,-107.84556,37.92300,9937.63,3028.99
86,-107.84573,37.92320,9934.94,3028.17
87,-107.84601,37.92345,9931.04,3026.98
88,-107.84617,37.92362,9930.74,3026.89
89,-107.84625,37.92374,9927.85,3026.01
90,-107.84635,37.92397,9918.80,3023.25
