"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-107.84813,37.93628,9508.56,2898.21
2,-107.84829,37.93637,9506.14,2897.47
3,-107.84839,37.93651,9505.58,2897.30
4,-107.84840,37.93671,9500.62,2895.79
5,-107.84828,37.93701,9489.30,2892.34
6,-107.84815,37.93724,9485.04,2891.04
7,-107.84800,37.93747,9478.22,2888.96
8,-107.84793,37.93769,9475.56,2888.15
9,-107.84791,37.93784,9469.26,2886.23
10,-107.84792,37.93795,9467.49,2885.69
11,-107.84802,37.93803,9463.09,2884.35
12,-107.84817,37.93808,9457.58,2882.67
13,-107.84831,37.93817,9449.57,2880.23
14,-107.84845,37.93822,9443.14,2878.27
15,-107.84859,37.93825,9434.84,2875.74
16,-107.84877,37.93817,9428.35,2873.76
17,-107.84882,37.93807,9426.54,2873.21
18,-107.84890,37.93799,9426.31,2873.14
19,-107.84900,37.93793,9424.87,2872.70
20,-107.84925,37.93790,9421.39,2871.64
21,-107.84949,37.93792,9416.57,2870.17
22,-107.84993,37.93790,9406.96,2867.24
23,-107.85041,37.93792,9395.41,2863.72
24,-107.85085,37.93799,9380.91,2859.30
25,-107.85118,37.93808,9365.85,2854.71
26,-107.85190,37.93828,9344.26,2848.13
