"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-107.84899,37.91051,10883.89,3317.41
2,-107.84913,37.91071,10880.15,3316.27
3,-107.84925,37.91100,10876.97,3315.30
4,-107.84945,37.91131,10872.34,3313.89
5,-107.84968,37.91156,10865.13,3311.69
6,-107.85002,37.91178,10861.29,3310.52
7,-107.85042,37.91191,10850.49,3307.23
8,-107.85111,37.91206,10833.37,3302.01
9,-107.85196,37.91218,10791.37,3289.21
10,-107.85262,37.91231,10750.26,3276.68
11,-107.85291,37.91257,10729.04,3270.21
12,-107.85321,37.91309,10701.80,3261.91
13,-107.85360,37.91380,10674.31,3253.53
14,-107.85365,37.91386,10672.11,3252.86
15,-107.85394,37.91418,10651.44,3246.56
16,-107.85453,37.91450,10602.76,3231.72
17,-107.85504,37.91460,10572.93,3222.63
18,-107.85572,37.91471,10523.33,3207.51
19,-107.85587,37.91476,10512.14,3204.10
20,-107.85601,37.91483,10496.36,3199.29
21,-107.85613,37.91493,10490.52,3197.51
22,-107.85620,37.91506,10487.60,3196.62
