"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-107.84364,37.89471,11493.83,3503.32
2,-107.84357,37.89483,11485.53,3500.79
3,-107.84335,37.89494,11436.29,3485.78
4,-107.84291,37.89510,11359.15,3462.27
5,-107.84247,37.89533,11320.14,3450.38
6,-107.84178,37.89581,11288.91,3440.86
7,-107.84102,37.89630,11266.63,3434.07
8,-107.84095,37.89637,11258.66,3431.64
9,-107.84077,37.89657,11239.80,3425.89
10,-107.84056,37.89691,11221.98,3420.46
11,-107.84043,37.89722,11192.55,3411.49
12,-107.84046,37.89740,11183.76,3408.81
13,-107.84058,37.89768,11173.10,3405.56
14,-107.84072,37.89801,11176.02,3406.45
15,-107.84084,37.89825,11191.93,3411.30
16,-107.84091,37.89838,11200.03,3413.77
17,-107.84093,37.89854,11196.03,3412.55
