"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-107.83286,37.92979,10547.24,3214.80
2,-107.83278,37.93008,10542.19,3213.26
3,-107.83264,37.93042,10536.32,3211.47
4,-107.83257,37.93078,10522.21,3207.17
5,-107.83253,37.93110,10516.50,3205.43
6,-107.83254,37.93126,10515.19,3205.03
7,-107.83254,37.93137,10513.48,3204.51
8,-107.83253,37.93162,10505.41,3202.05
9,-107.83252,37.93192,10492.95,3198.25
10,-107.83233,37.93224,10477.89,3193.66
11,-107.83202,37.93231,10425.85,3177.80
12,-107.83168,37.93235,10374.51,3162.15
13,-107.83117,37.93240,10303.64,3140.55
14,-107.83036,37.93252,10175.59,3101.52
15,-107.82978,37.93249,10091.14,3075.78
16,-107.82931,37.93245,10027.23,3056.30
17,-107.82899,37.93236,9967.82,3038.19
18,-107.82872,37.93228,9936.81,3028.74
19,-107.82819,37.93211,9858.43,3004.85
20,-107.82777,37.93206,9799.87,2987.00
21,-107.82744,37.93207,9776.28,2979.81
22,-107.82702,37.93206,9760.33,2974.95
