"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-107.84677,37.92269,10043.50,3061.26
2,-107.84704,37.92341,9997.90,3047.36
3,-107.84724,37.92394,9949.21,3032.52
4,-107.84787,37.92491,9917.29,3022.79
5,-107.84830,37.92559,9896.03,3016.31
6,-107.84864,37.92615,9874.87,3009.86
7,-107.84895,37.92645,9859.25,3005.10
8,-107.84941,37.92680,9833.27,2997.18
9,-107.84967,37.92688,9822.83,2994.00
10,-107.85016,37.92704,9801.28,2987.43
11,-107.85059,37.92755,9762.43,2975.59
12,-107.85130,37.92849,9693.14,2954.47
13,-107.85170,37.92912,9672.01,2948.03
14,-107.85199,37.92941,9663.55,2945.45
15,-107.85253,37.92981,9644.03,2939.50
16,-107.85345,37.93048,9597.54,2925.33
