"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-107.82159,37.91506,11813.85,3600.86
2,-107.82155,37.91520,11790.49,3593.74
3,-107.82146,37.91548,11737.14,3577.48
4,-107.82140,37.91577,11691.60,3563.60
5,-107.82116,37.91675,11501.05,3505.52
6,-107.82102,37.91822,11167.22,3403.77
7,-107.82100,37.91867,11093.37,3381.26
8,-107.82098,37.91890,11039.14,3364.73
9,-107.82094,37.91909,10996.46,3351.72
10,-107.82090,37.91923,10977.66,3345.99
11,-107.82084,37.91938,10962.53,3341.38
12,-107.82072,37.91976,10931.79,3332.01
13,-107.82055,37.92039,10908.60,3324.94
14,-107.82039,37.92096,10903.54,3323.40
15,-107.82026,37.92156,10893.64,3320.38
16,-107.81987,37.92323,10618.60,3236.55
17,-107.81868,37.92758,10068.34,3068.83
18,-107.81827,37.92929,9814.73,2991.53
19,-107.81820,37.92950,9806.23,2988.94
20,-107.81810,37.92987,9783.60,2982.04
21,-107.81801,37.93021,9775.82,2979.67
