"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-107.84674,37.89662,11865.29,3616.54
2,-107.84654,37.89681,11850.72,3612.10
3,-107.84627,37.89711,11831.69,3606.30
4,-107.84607,37.89745,11804.00,3597.86
5,-107.84594,37.89793,11743.50,3579.42
6,-107.84594,37.89814,11720.90,3572.53
7,-107.84592,37.89860,11632.35,3545.54
8,-107.84586,37.89898,11530.94,3514.63
9,-107.84573,37.89929,11440.29,3487.00
10,-107.84563,37.89945,11392.82,3472.53
11,-107.84551,37.89960,11356.14,3461.35
12,-107.84505,37.90008,11253.87,3430.18
13,-107.84477,37.90028,11226.08,3421.71
14,-107.84466,37.90037,11207.61,3416.08
15,-107.84460,37.90044,11198.29,3413.24
16,-107.84457,37.90051,11193.96,3411.92
