"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-107.82515,37.93255,9635.56,2936.92
2,-107.82504,37.93290,9580.05,2920.00
3,-107.82505,37.93312,9549.64,2910.73
4,-107.82496,37.93346,9533.37,2905.77
5,-107.82480,37.93388,9501.25,2895.98
6,-107.82445,37.93425,9444.95,2878.82
7,-107.82411,37.93461,9339.01,2846.53
8,-107.82380,37.93483,9272.34,2826.21
9,-107.82342,37.93515,9177.33,2797.25
10,-107.82307,37.93554,9096.72,2772.68
11,-107.82301,37.93564,9073.59,2765.63
12,-107.82261,37.93627,8938.68,2724.51
13,-107.82228,37.93661,8834.94,2692.89
14,-107.82180,37.93698,8738.09,2663.37
15,-107.82136,37.93713,8733.20,2661.88
16,-107.82086,37.93723,8731.10,2661.24
