"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-107.83066,37.92393,10761.78,3280.19
2,-107.83060,37.92390,10761.02,3279.96
3,-107.83056,37.92390,10760.37,3279.76
4,-107.83053,37.92391,10760.01,3279.65
5,-107.83052,37.92393,10759.48,3279.49
6,-107.83052,37.92397,10758.50,3279.19
7,-107.83053,37.92409,10753.61,3277.70
8,-107.83058,37.92444,10738.55,3273.11
9,-107.83067,37.92486,10719.52,3267.31
10,-107.83068,37.92491,10717.85,3266.80
11,-107.83077,37.92527,10702.40,3262.09
12,-107.83087,37.92544,10696.26,3260.22
13,-107.83122,37.92585,10678.35,3254.76
14,-107.83132,37.92601,10672.47,3252.97
15,-107.83160,37.92643,10656.86,3248.21
16,-107.83170,37.92671,10651.18,3246.48
17,-107.83192,37.92710,10639.14,3242.81
18,-107.83203,37.92737,10630.94,3240.31
19,-107.83211,37.92763,10622.77,3237.82
20,-107.83219,37.92790,10613.32,3234.94
21,-107.83227,37.92799,10608.76,3233.55
22,-107.83240,37.92806,10584.22,3226.07
23,-107.83256,37.92809,10558.40,3218.20
24,-107.83270,37.92809,10536.65,3211.57
25,-107.83286,37.92804,10512.30,3204.15
26,-107.83306,37.92794,10497.87,3199.75
27,-107.83340,37.92771,10482.02,3194.92
28,-107.83394,37.92739,10439.40,3181.93
29,-107.83418,37.92724,10426.02,3177.85
30,-107.83425,37.92717,10420.83,3176.27
