"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-107.84418,37.90403,11142.19,3396.14
2,-107.84417,37.90400,11143.24,3396.46
3,-107.84414,37.90397,11141.80,3396.02
4,-107.84403,37.90392,11139.50,3395.32
5,-107.84385,37.90385,11136.68,3394.46
6,-107.84356,37.90369,11131.66,3392.93
7,-107.84318,37.90344,11120.67,3389.58
8,-107.84288,37.90325,11112.01,3386.94
9,-107.84238,37.90294,11103.12,3384.23
10,-107.84184,37.90259,11091.54,3380.70
11,-107.84129,37.90232,11075.13,3375.70
12,-107.84097,37.90219,11055.05,3369.58
13,-107.84063,37.90211,11028.08,3361.36
14,-107.84033,37.90208,11013.94,3357.05
15,-107.84001,37.90210,11004.66,3354.22
16,-107.83966,37.90218,11006.14,3354.67
17,-107.83930,37.90229,11008.40,3355.36
18,-107.83913,37.90237,11000.16,3352.85
19,-107.83897,37.90248,10994.06,3350.99
