"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-107.82504,37.92541,10471.62,3191.75
2,-107.82504,37.92554,10464.67,3189.63
3,-107.82498,37.92568,10444.75,3183.56
4,-107.82473,37.92603,10407.71,3172.27
5,-107.82438,37.92652,10363.22,3158.71
6,-107.82396,37.92712,10311.91,3143.07
7,-107.82343,37.92771,10258.14,3126.68
8,-107.82283,37.92829,10203.48,3110.02
9,-107.82244,37.92867,10160.24,3096.84
10,-107.82215,37.92897,10130.18,3087.68
11,-107.82196,37.92915,10111.09,3081.86
12,-107.82187,37.92922,10103.25,3079.47
13,-107.82174,37.92931,10092.22,3076.11
14,-107.82160,37.92937,10079.17,3072.13
15,-107.82099,37.92955,10033.43,3058.19
16,-107.82065,37.92968,10008.24,3050.51
17,-107.82048,37.92977,9994.06,3046.19
18,-107.82034,37.92990,9979.33,3041.70
19,-107.82030,37.93004,9967.42,3038.07
20,-107.82039,37.93021,9953.51,3033.83
21,-107.82046,37.93045,9936.38,3028.61
22,-107.82043,37.93065,9914.60,3021.97
23,-107.82035,37.93089,9894.09,3015.72
24,-107.82027,37.93106,9876.21,3010.27
25,-107.82002,37.93137,9844.88,3000.72
