"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-107.84384,37.89599,11435.01,3485.39
2,-107.84358,37.89607,11399.34,3474.52
3,-107.84328,37.89614,11360.40,3462.65
4,-107.84300,37.89623,11333.66,3454.50
5,-107.84275,37.89634,11320.67,3450.54
6,-107.84258,37.89648,11308.73,3446.90
7,-107.84247,37.89659,11303.12,3445.19
8,-107.84240,37.89671,11300.30,3444.33
9,-107.84233,37.89685,11296.10,3443.05
10,-107.84222,37.89701,11291.17,3441.55
11,-107.84206,37.89714,11285.43,3439.80
12,-107.84184,37.89731,11277.59,3437.41
13,-107.84170,37.89744,11270.74,3435.32
14,-107.84161,37.89759,11263.29,3433.05
15,-107.84151,37.89778,11252.66,3429.81
16,-107.84127,37.89810,11226.54,3421.85
17,-107.84098,37.89844,11203.02,3414.68
18,-107.84093,37.89854,11196.03,3412.55
19,-107.84081,37.89878,11178.25,3407.13
20,-107.84069,37.89907,11163.42,3402.61
21,-107.84011,37.90028,11077.66,3376.47
22,-107.83970,37.90085,11064.70,3372.52
23,-107.83951,37.90129,11048.88,3367.70
24,-107.83926,37.90198,11011.48,3356.30
25,-107.83917,37.90219,11004.59,3354.20
26,-107.83897,37.90248,10994.06,3350.99
27,-107.83889,37.90256,10992.52,3350.52
28,-107.83880,37.90264,10991.83,3350.31
29,-107.83865,37.90275,10985.89,3348.50
30,-107.83840,37.90292,10970.90,3343.93
31,-107.83824,37.90312,10959.12,3340.34
32,-107.83813,37.90334,10949.05,3337.27
33,-107.83800,37.90382,10923.43,3329.46
34,-107.83783,37.90413,10906.69,3324.36
35,-107.83777,37.90426,10900.46,3322.46
36,-107.83774,37.90447,10887.93,3318.64
37,-107.83765,37.90489,10858.07,3309.54
38,-107.83754,37.90510,10848.52,3306.63
39,-107.83745,37.90525,10842.32,3304.74
40,-107.83738,37.90535,10837.50,3303.27
41,-107.83736,37.90545,10832.81,3301.84
42,-107.83736,37.90554,10828.90,3300.65
43,-107.83740,37.90561,10825.20,3299.52
44,-107.83747,37.90570,10821.19,3298.30
45,-107.83775,37.90597,10814.44,3296.24
46,-107.83781,37.90604,10812.40,3295.62
47,-107.83784,37.90611,10809.32,3294.68
48,-107.83783,37.90619,10805.84,3293.62
49,-107.83779,37.90625,10802.79,3292.69
50,-107.83771,37.90628,10799.54,3291.70
51,-107.83762,37.90626,10797.41,3291.05
52,-107.83749,37.90621,10794.62,3290.20
53,-107.83717,37.90604,10785.70,3287.48
54,-107.83663,37.90569,10770.47,3282.84
55,-107.83645,37.90558,10766.37,3281.59
56,-107.83632,37.90554,10763.39,3280.68
57,-107.83620,37.90552,10761.45,3280.09
58,-107.83618,37.90549,10761.58,3280.13
59,-107.83616,37.90546,10761.19,3280.01
