"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-72.90972,43.10731,2570.08,783.36
2,-72.90928,43.10745,2550.39,777.36
3,-72.90881,43.10760,2535.17,772.72
4,-72.90861,43.10772,2520.31,768.19
5,-72.90838,43.10794,2490.65,759.15
6,-72.90812,43.10816,2461.48,750.26
7,-72.90785,43.10832,2443.77,744.86
8,-72.90744,43.10848,2422.77,738.46
9,-72.90699,43.10855,2408.86,734.22
10,-72.90685,43.10856,2407.55,733.82
11,-72.90665,43.10858,2400.66,731.72
12,-72.90649,43.10861,2388.06,727.88
13,-72.90634,43.10867,2379.53,725.28
