"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-72.80627,43.60815,3618.67,1102.97
2,-72.80635,43.60829,3594.62,1095.64
3,-72.80651,43.60860,3552.43,1082.78
4,-72.80671,43.60902,3498.23,1066.26
5,-72.80678,43.60924,3460.96,1054.90
6,-72.80687,43.60951,3415.94,1041.18
7,-72.80701,43.60996,3356.10,1022.94
8,-72.80717,43.61045,3284.97,1001.26
9,-72.80736,43.61096,3204.76,976.81
10,-72.80765,43.61143,3112.37,948.65
11,-72.80792,43.61198,3010.30,917.54
12,-72.80804,43.61239,2931.27,893.45
13,-72.80808,43.61290,2799.41,853.26
14,-72.80804,43.61334,2725.20,830.64
