"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-72.81869,43.60403,4074.31,1241.85
2,-72.81839,43.60396,4048.52,1233.99
3,-72.81816,43.60397,4030.94,1228.63
4,-72.81793,43.60401,4013.75,1223.39
5,-72.81777,43.60398,4003.05,1220.13
6,-72.81752,43.60401,3988.12,1215.58
7,-72.81730,43.60409,3973.92,1211.25
8,-72.81711,43.60410,3959.45,1206.84
9,-72.81685,43.60407,3938.71,1200.52
10,-72.81657,43.60403,3918.80,1194.45
11,-72.81633,43.60402,3901.90,1189.30
12,-72.81607,43.60404,3888.91,1185.34
13,-72.81580,43.60410,3879.86,1182.58
14,-72.81546,43.60416,3869.91,1179.55
15,-72.81512,43.60429,3864.04,1177.76
16,-72.81473,43.60440,3853.51,1174.55
17,-72.81436,43.60452,3847.93,1172.85
18,-72.81393,43.60464,3835.96,1169.20
19,-72.81364,43.60470,3827.20,1166.53
20,-72.81329,43.60483,3819.85,1164.29
