"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-72.81807,43.62458,3137.27,956.24
2,-72.81790,43.62429,3120.21,951.04
3,-72.81766,43.62401,3104.00,946.10
4,-72.81748,43.62383,3088.65,941.42
5,-72.81724,43.62371,3069.95,935.72
6,-72.81697,43.62366,3049.84,929.59
7,-72.81675,43.62360,3035.53,925.23
8,-72.81646,43.62348,3015.35,919.08
9,-72.81620,43.62323,2995.08,912.90
10,-72.81605,43.62301,2983.76,909.45
11,-72.81593,43.62286,2974.11,906.51
12,-72.81575,43.62264,2949.80,899.10
13,-72.81567,43.62250,2937.99,895.50
14,-72.81565,43.62232,2926.87,892.11
15,-72.81565,43.62215,2915.85,888.75
16,-72.81565,43.62188,2893.18,881.84
17,-72.81561,43.62157,2872.83,875.64
18,-72.81550,43.62140,2864.76,873.18
19,-72.81531,43.62119,2858.79,871.36
20,-72.81502,43.62099,2846.98,867.76
21,-72.81484,43.62093,2841.11,865.97
22,-72.81447,43.62080,2830.71,862.80
23,-72.81393,43.62066,2809.48,856.33
