"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-72.78416,43.59516,2483.14,756.86
2,-72.78401,43.59506,2477.30,755.08
3,-72.78391,43.59495,2470.21,752.92
4,-72.78383,43.59476,2459.28,749.59
5,-72.78381,43.59463,2452.62,747.56
6,-72.78386,43.59443,2444.85,745.19
7,-72.78395,43.59427,2438.94,743.39
8,-72.78405,43.59403,2425.85,739.40
9,-72.78404,43.59395,2423.39,738.65
10,-72.78394,43.59395,2419.36,737.42
11,-72.78384,43.59406,2416.01,736.40
12,-72.78366,43.59416,2406.33,733.45
13,-72.78350,43.59427,2401.08,731.85
14,-72.78339,43.59430,2396.39,730.42
15,-72.78329,43.59430,2391.40,728.90
16,-72.78325,43.59426,2387.57,727.73
17,-72.78323,43.59415,2380.18,725.48
18,-72.78326,43.59405,2376.71,724.42
19,-72.78332,43.59397,2375.03,723.91
20,-72.78343,43.59387,2372.44,723.12
21,-72.78350,43.59371,2360.83,719.58
22,-72.78351,43.59363,2356.30,718.20
23,-72.78348,43.59351,2350.72,716.50
