"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-72.78577,43.59764,2224.11,677.91
2,-72.78546,43.59770,2218.14,676.09
3,-72.78496,43.59788,2206.99,672.69
4,-72.78442,43.59811,2193.70,668.64
5,-72.78390,43.59836,2179.82,664.41
6,-72.78338,43.59866,2157.91,657.73
7,-72.78288,43.59901,2133.33,650.24
8,-72.78228,43.59938,2115.78,644.89
9,-72.78173,43.59961,2110.50,643.28
10,-72.78108,43.59990,2106.82,642.16
11,-72.78041,43.60010,2098.23,639.54
12,-72.77975,43.60024,2089.96,637.02
13,-72.77919,43.60028,2084.55,635.37
14,-72.77884,43.60040,2075.89,632.73
15,-72.77850,43.60044,2069.65,630.83
16,-72.77806,43.60046,2057.68,627.18
17,-72.77745,43.60050,2050.39,624.96
18,-72.77739,43.60055,2048.36,624.34
19,-72.77722,43.60072,2045.93,623.60
20,-72.77712,43.60077,2047.90,624.20
21,-72.77695,43.60078,2045.51,623.47
22,-72.77672,43.60071,2044.06,623.03
23,-72.77657,43.60058,2043.64,622.90
24,-72.77656,43.60027,2040.68,622.00
