"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-71.23024,43.60663,804.33,245.16
2,-71.22990,43.60681,799.38,243.65
3,-71.22961,43.60711,776.90,236.80
4,-71.22944,43.60727,759.68,231.55
5,-71.22931,43.60738,747.57,227.86
6,-71.22912,43.60754,730.87,222.77
7,-71.22899,43.60764,715.72,218.15
8,-71.22893,43.60770,706.27,215.27
9,-71.22889,43.60777,700.00,213.36
10,-71.22885,43.60790,689.67,210.21
11,-71.22882,43.60803,680.22,207.33
12,-71.22877,43.60825,663.42,202.21
13,-71.22872,43.60849,645.24,196.67
14,-71.22874,43.60872,627.43,191.24
15,-71.22908,43.60897,609.35,185.73
16,-71.22970,43.60923,603.28,183.88
