"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-72.81545,43.62497,2981.07,908.63
2,-72.81494,43.62483,2951.31,899.56
3,-72.81450,43.62476,2915.98,888.79
4,-72.81403,43.62474,2879.72,877.74
5,-72.81362,43.62478,2843.54,866.71
6,-72.81327,43.62489,2807.87,855.84
7,-72.81283,43.62493,2785.53,849.03
8,-72.81262,43.62490,2772.93,845.19
9,-72.81237,43.62480,2755.58,839.90
10,-72.81205,43.62464,2741.27,835.54
11,-72.81181,43.62461,2733.04,833.03
12,-72.81157,43.62464,2724.97,830.57
13,-72.81120,43.62475,2699.57,822.83
14,-72.81080,43.62488,2678.12,816.29
15,-72.81052,43.62490,2671.03,814.13
16,-72.81013,43.62489,2649.15,807.46
17,-72.80979,43.62487,2629.63,801.51
18,-72.80937,43.62487,2615.81,797.30
19,-72.80909,43.62494,2607.02,794.62
20,-72.80880,43.62499,2592.82,790.29
21,-72.80841,43.62499,2577.85,785.73
22,-72.80804,43.62495,2560.27,780.37
23,-72.80777,43.62496,2546.62,776.21
24,-72.80748,43.62509,2534.51,772.52
25,-72.80718,43.62523,2523.33,769.11
26,-72.80699,43.62525,2515.62,766.76
27,-72.80677,43.62519,2501.64,762.50
28,-72.80655,43.62511,2486.58,757.91
29,-72.80635,43.62497,2474.61,754.26
30,-72.80614,43.62489,2464.50,751.18
31,-72.80577,43.62485,2450.53,746.92
32,-72.80541,43.62482,2435.33,742.29
33,-72.80503,43.62475,2420.93,737.90
34,-72.80472,43.62471,2409.91,734.54
35,-72.80442,43.62472,2401.12,731.86
36,-72.80418,43.62482,2393.93,729.67
37,-72.80382,43.62488,2380.09,725.45
38,-72.80344,43.62485,2356.46,718.25
39,-72.80315,43.62489,2344.16,714.50
40,-72.80271,43.62498,2329.20,709.94
41,-72.80233,43.62508,2308.92,703.76
42,-72.80201,43.62520,2298.92,700.71
43,-72.80174,43.62524,2286.32,696.87
44,-72.80145,43.62523,2273.92,693.09
45,-72.80112,43.62520,2269.82,691.84
46,-72.80083,43.62520,2264.57,690.24
