"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-72.81730,43.62440,3086.32,940.71
2,-72.81617,43.62418,3014.47,918.81
3,-72.81517,43.62412,2956.96,901.28
4,-72.81400,43.62416,2884.84,879.30
5,-72.81310,43.62420,2811.71,857.01
6,-72.81223,43.62414,2762.80,842.10
7,-72.81143,43.62412,2727.79,831.43
8,-72.81024,43.62418,2662.57,811.55
9,-72.80915,43.62419,2603.05,793.41
10,-72.80836,43.62422,2553.08,778.18
11,-72.80771,43.62424,2506.89,764.10
12,-72.80646,43.62423,2439.37,743.52
13,-72.80556,43.62411,2400.92,731.80
14,-72.80468,43.62416,2377.23,724.58
15,-72.80394,43.62432,2365.75,721.08
16,-72.80331,43.62447,2342.95,714.13
17,-72.80271,43.62498,2329.20,709.94
