"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-72.81621,43.60509,3985.60,1214.81
2,-72.81611,43.60517,3982.58,1213.89
3,-72.81583,43.60521,3975.49,1211.73
4,-72.81532,43.60528,3956.27,1205.87
5,-72.81504,43.60531,3929.82,1197.81
6,-72.81496,43.60532,3924.93,1196.32
7,-72.81465,43.60535,3886.06,1184.47
8,-72.81431,43.60536,3862.37,1177.25
