"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-72.80043,43.60610,3496.78,1065.82
2,-72.80023,43.60598,3475.53,1059.34
3,-72.79993,43.60589,3450.49,1051.71
4,-72.79963,43.60578,3426.84,1044.50
5,-72.79943,43.60563,3410.40,1039.49
6,-72.79923,43.60552,3396.26,1035.18
7,-72.79892,43.60541,3382.97,1031.13
8,-72.79862,43.60521,3353.94,1022.28
9,-72.79840,43.60504,3328.90,1014.65
10,-72.79833,43.60489,3316.37,1010.83
11,-72.79833,43.60480,3310.53,1009.05
12,-72.79833,43.60473,3307.32,1008.07
13,-72.79830,43.60463,3303.22,1006.82
14,-72.79821,43.60454,3297.57,1005.10
15,-72.79809,43.60450,3294.26,1004.09
16,-72.79786,43.60447,3290.06,1002.81
17,-72.79757,43.60447,3280.12,999.78
18,-72.79713,43.60453,3259.88,993.61
19,-72.79672,43.60466,3235.56,986.20
20,-72.79632,43.60473,3214.57,979.80
21,-72.79606,43.60484,3196.03,974.15
22,-72.79570,43.60502,3166.11,965.03
23,-72.79545,43.60506,3139.86,957.03
