"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-72.79530,43.61524,2748.56,837.76
2,-72.79556,43.61536,2744.85,836.63
3,-72.79565,43.61547,2742.29,835.85
4,-72.79569,43.61565,2731.14,832.45
5,-72.79567,43.61587,2724.18,830.33
6,-72.79565,43.61614,2720.37,829.17
7,-72.79566,43.61643,2705.81,824.73
8,-72.79574,43.61684,2688.85,819.56
9,-72.79582,43.61721,2662.99,811.68
10,-72.79584,43.61760,2635.89,803.42
11,-72.79587,43.61800,2613.52,796.60
12,-72.79588,43.61828,2594.95,790.94
13,-72.79590,43.61877,2563.12,781.24
14,-72.79597,43.61953,2510.37,765.16
15,-72.79602,43.62015,2468.18,752.30
16,-72.79602,43.62021,2464.96,751.32
17,-72.79604,43.62087,2424.41,738.96
18,-72.79611,43.62174,2368.77,722.00
19,-72.79616,43.62242,2329.04,709.89
20,-72.79627,43.62326,2291.21,698.36
21,-72.79630,43.62350,2278.84,694.59
22,-72.79634,43.62377,2260.33,688.95
23,-72.79642,43.62433,2222.38,677.38
24,-72.79648,43.62482,2201.77,671.10
25,-72.79653,43.62516,2190.45,667.65
