"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-73.74006,43.28725,1272.64,387.90
2,-73.73968,43.28692,1250.95,381.29
3,-73.73896,43.28666,1217.88,371.21
4,-73.73859,43.28653,1208.04,368.21
5,-73.73801,43.28627,1168.21,356.07
6,-73.73710,43.28622,1127.59,343.69
7,-73.73598,43.28628,1082.48,329.94
8,-73.73580,43.28629,1066.34,325.02
9,-73.73567,43.28630,1056.76,322.10
10,-73.73422,43.28696,955.58,291.26
11,-73.73389,43.28707,933.07,284.40
12,-73.73328,43.28728,888.55,270.83
13,-73.73213,43.28713,794.13,242.05
14,-73.73128,43.28702,721.13,219.80
15,-73.73087,43.28664,690.78,210.55
16,-73.73024,43.28614,665.98,202.99
