"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-72.82034,43.62122,3286.12,1001.61
2,-72.81977,43.62117,3234.19,985.78
3,-72.81931,43.62106,3187.01,971.40
4,-72.81884,43.62091,3144.49,958.44
5,-72.81847,43.62075,3128.31,953.51
6,-72.81806,43.62060,3104.72,946.32
7,-72.81760,43.62052,3072.93,936.63
8,-72.81698,43.62066,2998.00,913.79
9,-72.81660,43.62082,2966.54,904.20
