"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-72.80896,43.60339,3617.29,1102.55
2,-72.80867,43.60345,3608.83,1099.97
3,-72.80842,43.60349,3603.15,1098.24
4,-72.80813,43.60358,3594.98,1095.75
5,-72.80781,43.60364,3588.19,1093.68
6,-72.80751,43.60372,3584.74,1092.63
7,-72.80713,43.60382,3579.76,1091.11
8,-72.80683,43.60390,3577.03,1090.28
9,-72.80649,43.60394,3573.52,1089.21
10,-72.80623,43.60398,3570.54,1088.30
11,-72.80598,43.60410,3571.42,1088.57
12,-72.80575,43.60432,3577.53,1090.43
13,-72.80556,43.60442,3575.39,1089.78
14,-72.80540,43.60442,3569.75,1088.06
15,-72.80505,43.60452,3555.68,1083.77
16,-72.80483,43.60460,3547.01,1081.13
17,-72.80451,43.60473,3531.40,1076.37
18,-72.80412,43.60483,3512.01,1070.46
19,-72.80376,43.60496,3503.77,1067.95
