"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-72.90795,42.92359,2824.74,860.98
2,-72.90818,42.92394,2807.91,855.85
3,-72.90842,42.92431,2780.28,847.43
4,-72.90844,42.92451,2762.14,841.90
5,-72.90843,42.92480,2739.63,835.04
