"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-72.79677,43.61073,3278.28,999.22
2,-72.79664,43.61084,3256.92,992.71
3,-72.79615,43.61114,3197.18,974.50
4,-72.79550,43.61144,3084.61,940.19
5,-72.79486,43.61173,3032.97,924.45
6,-72.79414,43.61207,2951.05,899.48
7,-72.79334,43.61244,2856.76,870.74
8,-72.79253,43.61283,2754.69,839.63
9,-72.79173,43.61322,2672.47,814.57
10,-72.79095,43.61359,2601.21,792.85
11,-72.79009,43.61399,2515.35,766.68
12,-72.78916,43.61444,2424.93,739.12
13,-72.78871,43.61461,2406.23,733.42
14,-72.78825,43.61477,2390.81,728.72
