"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-72.79896,43.60995,3400.10,1036.35
2,-72.79882,43.61007,3385.89,1032.02
3,-72.79863,43.61034,3355.25,1022.68
4,-72.79844,43.61055,3332.35,1015.70
5,-72.79814,43.61074,3317.59,1011.20
6,-72.79786,43.61090,3308.99,1008.58
7,-72.79762,43.61108,3294.23,1004.08
8,-72.79755,43.61130,3268.08,996.11
9,-72.79756,43.61156,3236.42,986.46
10,-72.79772,43.61174,3216.77,980.47
11,-72.79795,43.61194,3194.88,973.80
12,-72.79820,43.61214,3167.91,965.58
13,-72.79840,43.61234,3140.94,957.36
14,-72.79847,43.61240,3132.51,954.79
15,-72.79856,43.61247,3124.21,952.26
16,-72.79862,43.61252,3117.98,950.36
17,-72.79881,43.61275,3086.12,940.65
18,-72.79884,43.61299,3050.79,929.88
19,-72.79877,43.61320,3027.00,922.63
20,-72.79854,43.61340,2989.07,911.07
21,-72.79816,43.61378,2952.92,900.05
22,-72.79801,43.61395,2940.12,896.15
23,-72.79789,43.61408,2929.46,892.90
24,-72.79775,43.61424,2908.50,886.51
25,-72.79769,43.61444,2877.59,877.09
26,-72.79771,43.61462,2854.20,869.96
27,-72.79779,43.61488,2825.20,861.12
28,-72.79791,43.61512,2791.04,850.71
29,-72.79817,43.61542,2745.70,836.89
30,-72.79847,43.61567,2709.74,825.93
31,-72.79877,43.61588,2679.72,816.78
32,-72.79911,43.61607,2649.90,807.69
33,-72.79939,43.61623,2625.16,800.15
34,-72.79967,43.61634,2608.79,795.16
35,-72.79996,43.61643,2595.96,791.25
36,-72.80033,43.61650,2583.92,787.58
37,-72.80071,43.61657,2564.27,781.59
38,-72.80107,43.61662,2541.60,774.68
