"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-72.81940,43.62332,3216.24,980.31
2,-72.81913,43.62325,3187.63,971.59
3,-72.81880,43.62310,3165.03,964.70
4,-72.81825,43.62287,3128.51,953.57
5,-72.81763,43.62263,3080.32,938.88
6,-72.81708,43.62245,3036.71,925.59
7,-72.81664,43.62226,2992.06,911.98
8,-72.81607,43.62194,2921.59,890.50
9,-72.81561,43.62157,2872.83,875.64
