"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-72.79259,43.60775,2992.75,912.19
2,-72.79222,43.60790,2972.24,905.94
3,-72.79199,43.60803,2960.53,902.37
4,-72.79177,43.60825,2950.49,899.31
5,-72.79154,43.60847,2939.50,895.96
6,-72.79132,43.60855,2928.61,892.64
7,-72.79093,43.60860,2907.84,886.31
8,-72.79042,43.60864,2861.71,872.25
9,-72.78991,43.60866,2825.00,861.06
10,-72.78960,43.60871,2815.26,858.09
11,-72.78926,43.60869,2799.21,853.20
12,-72.78896,43.60860,2781.50,847.80
13,-72.78870,43.60846,2763.81,842.41
14,-72.78846,43.60823,2735.37,833.74
15,-72.78821,43.60800,2724.87,830.54
16,-72.78789,43.60780,2706.46,824.93
17,-72.78748,43.60765,2679.04,816.57
18,-72.78705,43.60745,2645.18,806.25
19,-72.78671,43.60721,2627.30,800.80
20,-72.78636,43.60694,2605.77,794.24
21,-72.78624,43.60683,2599.67,792.38
22,-72.78614,43.60674,2594.59,790.83
23,-72.78607,43.60660,2572.28,784.03
24,-72.78599,43.60643,2546.69,776.23
25,-72.78587,43.60631,2520.87,768.36
26,-72.78565,43.60615,2503.44,763.05
27,-72.78538,43.60597,2489.37,758.76
28,-72.78515,43.60575,2452.23,747.44
29,-72.78496,43.60547,2410.20,734.63
30,-72.78474,43.60515,2363.68,720.45
31,-72.78456,43.60488,2321.62,707.63
32,-72.78445,43.60452,2279.13,694.68
33,-72.78438,43.60419,2242.26,683.44
34,-72.78432,43.60384,2200.23,670.63
35,-72.78427,43.60347,2162.07,659.00
36,-72.78421,43.60331,2146.46,654.24
37,-72.78416,43.60319,2134.94,650.73
38,-72.78398,43.60283,2104.17,641.35
39,-72.78377,43.60241,2083.73,635.12
