"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-72.79545,43.60506,3139.86,957.03
2,-72.79494,43.60509,3104.89,946.37
3,-72.79443,43.60509,3057.32,931.87
4,-72.79392,43.60510,3030.28,923.63
5,-72.79351,43.60518,2995.41,913.00
6,-72.79308,43.60526,2957.61,901.48
7,-72.79250,43.60538,2899.48,883.76
