"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-72.81027,43.60581,3734.94,1138.41
2,-72.81006,43.60595,3726.97,1135.98
3,-72.80986,43.60604,3720.90,1134.13
4,-72.80964,43.60618,3717.45,1133.08
5,-72.80947,43.60628,3714.27,1132.11
6,-72.80933,43.60641,3710.56,1130.98
7,-72.80922,43.60655,3706.23,1129.66
8,-72.80912,43.60672,3701.31,1128.16
9,-72.80903,43.60683,3696.59,1126.72
10,-72.80885,43.60688,3690.35,1124.82
11,-72.80864,43.60691,3683.66,1122.78
12,-72.80838,43.60693,3676.05,1120.46
13,-72.80824,43.60697,3673.52,1119.69
14,-72.80803,43.60707,3669.62,1118.50
15,-72.80782,43.60720,3666.40,1117.52
16,-72.80763,43.60731,3662.66,1116.38
17,-72.80759,43.60733,3662.93,1116.46
18,-72.80742,43.60746,3659.68,1115.47
19,-72.80719,43.60763,3649.05,1112.23
20,-72.80692,43.60778,3640.78,1109.71
21,-72.80665,43.60791,3631.66,1106.93
22,-72.80654,43.60798,3628.31,1105.91
23,-72.80645,43.60803,3627.40,1105.63
24,-72.80627,43.60815,3618.67,1102.97
25,-72.80617,43.60821,3614.17,1101.60
26,-72.80592,43.60835,3606.89,1099.38
27,-72.80563,43.60847,3598.06,1096.69
28,-72.80529,43.60863,3583.53,1092.26
29,-72.80493,43.60876,3574.31,1089.45
30,-72.80438,43.60884,3563.32,1086.10
31,-72.80411,43.60888,3554.82,1083.51
32,-72.80377,43.60895,3544.98,1080.51
33,-72.80346,43.60904,3536.42,1077.90
34,-72.80320,43.60913,3522.54,1073.67
35,-72.80286,43.60915,3515.52,1071.53
36,-72.80256,43.60916,3513.94,1071.05
37,-72.80209,43.60921,3496.23,1065.65
38,-72.80167,43.60924,3481.86,1061.27
39,-72.80138,43.60922,3478.08,1060.12
40,-72.80096,43.60923,3470.90,1057.93
41,-72.80062,43.60930,3464.67,1056.03
42,-72.80040,43.60934,3461.75,1055.14
43,-72.80032,43.60939,3457.55,1053.86
44,-72.80010,43.60954,3447.41,1050.77
45,-72.79988,43.60971,3435.17,1047.04
46,-72.79979,43.60977,3428.64,1045.05
47,-72.79966,43.60984,3421.98,1043.02
48,-72.79941,43.60989,3416.37,1041.31
49,-72.79913,43.60992,3406.07,1038.17
