"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-72.51570,44.94630,2094.06,638.27
2,-72.51571,44.94642,2100.16,640.13
3,-72.51565,44.94654,2107.25,642.29
4,-72.51559,44.94665,2113.48,644.19
5,-72.51548,44.94676,2120.05,646.19
6,-72.51535,44.94691,2129.20,648.98
7,-72.51528,44.94707,2137.53,651.52
8,-72.51505,44.94727,2144.39,653.61
9,-72.51497,44.94737,2154.27,656.62
10,-72.51485,44.94750,2160.14,658.41
11,-72.51479,44.94766,2167.13,660.54
12,-72.51484,44.94788,2178.12,663.89
13,-72.51486,44.94809,2194.26,668.81
14,-72.51485,44.94823,2201.08,670.89
15,-72.51475,44.94843,2209.84,673.56
16,-72.51466,44.94855,2213.35,674.63
17,-72.51459,44.94871,2219.88,676.62
18,-72.51446,44.94882,2225.49,678.33
19,-72.51421,44.94897,2233.56,680.79
20,-72.51415,44.94907,2239.96,682.74
21,-72.51423,44.94916,2241.21,683.12
22,-72.51435,44.94926,2247.18,684.94
23,-72.51452,44.94935,2255.61,687.51
24,-72.51460,44.94944,2263.45,689.90
25,-72.51464,44.94959,2274.08,693.14
26,-72.51464,44.94967,2277.92,694.31
27,-72.51473,44.94977,2281.23,695.32
28,-72.51483,44.94985,2286.88,697.04
29,-72.51495,44.94984,2286.68,696.98
30,-72.51508,44.94978,2282.35,695.66
31,-72.51524,44.94971,2277.53,694.19
32,-72.51538,44.94966,2274.84,693.37
33,-72.51548,44.94962,2273.82,693.06
34,-72.51558,44.94963,2274.15,693.16
35,-72.51565,44.94977,2277.53,694.19
36,-72.51570,44.94986,2280.54,695.11
37,-72.51584,44.95002,2283.23,695.93
38,-72.51587,44.95010,2286.02,696.78
39,-72.51592,44.95021,2288.78,697.62
40,-72.51601,44.95031,2291.73,698.52
41,-72.51611,44.95046,2296.92,700.10
42,-72.51629,44.95058,2303.41,702.08
43,-72.51643,44.95068,2302.85,701.91
44,-72.51658,44.95073,2301.15,701.39
45,-72.51678,44.95080,2293.90,699.18
46,-72.51687,44.95082,2289.93,697.97
47,-72.51705,44.95080,2281.76,695.48
48,-72.51718,44.95077,2277.72,694.25
49,-72.51731,44.95077,2274.61,693.30
50,-72.51742,44.95084,2276.57,693.90
51,-72.51752,44.95090,2277.03,694.04
52,-72.51749,44.95102,2280.05,694.96
53,-72.51740,44.95112,2287.76,697.31
54,-72.51732,44.95119,2296.85,700.08
55,-72.51730,44.95126,2301.31,701.44
56,-72.51739,44.95132,2301.57,701.52
57,-72.51748,44.95134,2302.03,701.66
58,-72.51761,44.95133,2301.05,701.36
59,-72.51781,44.95127,2297.28,700.21
60,-72.51811,44.95118,2281.89,695.52
61,-72.51836,44.95108,2268.93,691.57
62,-72.51861,44.95090,2255.28,687.41
63,-72.51877,44.95081,2253.61,686.90
64,-72.51883,44.95072,2249.93,685.78
65,-72.51887,44.95061,2247.44,685.02
66,-72.51906,44.95052,2243.83,683.92
67,-72.51938,44.95044,2249.74,685.72
68,-72.51960,44.95037,2257.15,687.98
69,-72.51992,44.95026,2267.98,691.28
70,-72.52005,44.95021,2270.24,691.97
71,-72.52019,44.95013,2268.18,691.34
72,-72.52026,44.95004,2260.63,689.04
73,-72.52028,44.94994,2258.20,688.30
74,-72.52023,44.94983,2254.04,687.03
75,-72.52026,44.94970,2253.71,686.93
76,-72.52049,44.94952,2254.53,687.18
77,-72.52062,44.94946,2252.20,686.47
78,-72.52076,44.94938,2250.16,685.85
79,-72.52095,44.94934,2251.51,686.26
80,-72.52118,44.94932,2255.64,687.52
81,-72.52139,44.94908,2255.02,687.33
82,-72.52149,44.94899,2256.07,687.65
83,-72.52156,44.94889,2257.78,688.17
84,-72.52166,44.94879,2256.89,687.90
85,-72.52175,44.94870,2256.82,687.88
86,-72.52187,44.94861,2257.25,688.01
87,-72.52207,44.94846,2253.25,686.79
88,-72.52225,44.94821,2249.48,685.64
89,-72.52232,44.94813,2248.79,685.43
90,-72.52240,44.94802,2245.18,684.33
91,-72.52247,44.94793,2242.29,683.45
92,-72.52260,44.94782,2240.39,682.87
93,-72.52273,44.94773,2238.62,682.33
94,-72.52280,44.94759,2236.15,681.58
95,-72.52292,44.94748,2235.50,681.38
96,-72.52304,44.94740,2236.45,681.67
97,-72.52317,44.94737,2237.27,681.92
98,-72.52339,44.94732,2239.07,682.47
99,-72.52355,44.94725,2239.24,682.52
100,-72.52370,44.94714,2234.58,681.10
101,-72.52376,44.94703,2230.02,679.71
102,-72.52377,44.94689,2222.24,677.34
103,-72.52379,44.94675,2217.55,675.91
104,-72.52375,44.94659,2213.06,674.54
105,-72.52375,44.94648,2209.74,673.53
106,-72.52368,44.94638,2205.25,672.16
107,-72.52359,44.94628,2200.79,670.80
108,-72.52332,44.94608,2184.22,665.75
109,-72.52308,44.94579,2164.73,659.81
110,-72.52303,44.94573,2161.22,658.74
111,-72.52291,44.94563,2151.61,655.81
112,-72.52290,44.94550,2146.03,654.11
113,-72.52280,44.94532,2136.15,651.10
114,-72.52272,44.94524,2130.81,649.47
115,-72.52257,44.94514,2124.57,647.57
116,-72.52234,44.94503,2115.29,644.74
117,-72.52209,44.94492,2105.12,641.64
118,-72.52190,44.94484,2099.97,640.07
119,-72.52177,44.94472,2093.80,638.19
120,-72.52163,44.94465,2089.40,636.85
121,-72.52149,44.94456,2084.65,635.40
122,-72.52133,44.94444,2079.53,633.84
123,-72.52117,44.94435,2075.89,632.73
124,-72.52097,44.94431,2071.98,631.54
