"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-72.74018,43.19328,2595.34,791.06
2,-72.74013,43.19338,2596.23,791.33
3,-72.74007,43.19347,2596.56,791.43
4,-72.73994,43.19358,2591.14,789.78
5,-72.73978,43.19369,2570.14,783.38
6,-72.73960,43.19377,2553.38,778.27
7,-72.73943,43.19384,2546.72,776.24
8,-72.73923,43.19389,2532.48,771.90
9,-72.73903,43.19396,2524.97,769.61
10,-72.73877,43.19404,2514.27,766.35
11,-72.73858,43.19409,2508.92,764.72
12,-72.73850,43.19411,2508.92,764.72
13,-72.73844,43.19414,2509.15,764.79
14,-72.73827,43.19419,2498.69,761.60
15,-72.73807,43.19425,2486.91,758.01
16,-72.73794,43.19429,2482.81,756.76
17,-72.73782,43.19433,2481.27,756.29
18,-72.73775,43.19437,2478.97,755.59
19,-72.73766,43.19443,2471.49,753.31
20,-72.73758,43.19450,2466.57,751.81
21,-72.73747,43.19459,2460.96,750.10
22,-72.73741,43.19466,2459.22,749.57
