"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-72.81893,43.62554,3199.41,975.18
2,-72.81763,43.62555,3111.12,948.27
3,-72.81566,43.62558,2987.24,910.51
4,-72.81444,43.62559,2895.21,882.46
5,-72.81365,43.62561,2831.50,863.04
6,-72.81240,43.62558,2761.35,841.66
7,-72.81136,43.62555,2698.72,822.57
8,-72.81029,43.62552,2640.49,804.82
9,-72.80909,43.62555,2590.88,789.70
10,-72.80831,43.62562,2570.28,783.42
11,-72.80759,43.62570,2541.21,774.56
12,-72.80684,43.62571,2503.67,763.12
13,-72.80486,43.62576,2432.12,741.31
14,-72.80317,43.62579,2340.52,713.39
15,-72.80203,43.62578,2305.68,702.77
16,-72.80087,43.62579,2260.33,688.95
17,-72.79941,43.62573,2210.66,673.81
