"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-72.80892,43.60465,3678.58,1121.23
2,-72.80868,43.60446,3658.53,1115.12
3,-72.80851,43.60430,3641.24,1109.85
4,-72.80835,43.60421,3626.48,1105.35
5,-72.80806,43.60416,3615.94,1102.14
6,-72.80768,43.60407,3599.87,1097.24
7,-72.80722,43.60399,3587.93,1093.60
8,-72.80664,43.60387,3571.42,1088.57
9,-72.80636,43.60376,3557.87,1084.44
10,-72.80611,43.60362,3542.42,1079.73
11,-72.80583,43.60349,3521.59,1073.38
12,-72.80550,43.60338,3494.00,1064.97
13,-72.80530,43.60327,3472.64,1058.46
14,-72.80513,43.60308,3437.27,1047.68
15,-72.80492,43.60283,3387.70,1032.57
16,-72.80470,43.60261,3336.38,1016.93
17,-72.80455,43.60244,3300.03,1005.85
18,-72.80440,43.60220,3246.85,989.64
19,-72.80424,43.60198,3210.43,978.54
20,-72.80412,43.60184,3193.44,973.36
21,-72.80400,43.60169,3180.22,969.33
