"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-72.91174,43.10503,2715.32,827.63
2,-72.91138,43.10544,2711.25,826.39
3,-72.91138,43.10545,2711.45,826.45
4,-72.91129,43.10559,2712.27,826.70
5,-72.91116,43.10570,2711.98,826.61
6,-72.91088,43.10589,2708.10,825.43
7,-72.91082,43.10591,2705.64,824.68
8,-72.91046,43.10631,2670.73,814.04
9,-72.91020,43.10679,2619.06,798.29
10,-72.90972,43.10731,2570.08,783.36
11,-72.90932,43.10788,2522.57,768.88
12,-72.90899,43.10866,2460.30,749.90
13,-72.90880,43.10912,2417.98,737.00
14,-72.90868,43.10939,2392.95,729.37
15,-72.90848,43.10995,2343.54,714.31
16,-72.90825,43.11064,2281.10,695.28
17,-72.90814,43.11102,2246.36,684.69
18,-72.90802,43.11167,2203.87,671.74
19,-72.90798,43.11188,2192.09,668.15
20,-72.90786,43.11239,2164.17,659.64
21,-72.90780,43.11263,2151.02,655.63
22,-72.90768,43.11278,2142.52,653.04
23,-72.90762,43.11281,2142.42,653.01
