"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-72.80614,43.59749,3317.88,1011.29
2,-72.80612,43.59766,3318.64,1011.52
3,-72.80614,43.59783,3315.09,1010.44
4,-72.80621,43.59805,3310.07,1008.91
5,-72.80635,43.59824,3307.32,1008.07
6,-72.80648,43.59840,3302.40,1006.57
7,-72.80670,43.59855,3298.20,1005.29
8,-72.80693,43.59873,3293.04,1003.72
9,-72.80716,43.59884,3288.48,1002.33
10,-72.80748,43.59903,3278.18,999.19
11,-72.80775,43.59917,3271.29,997.09
12,-72.80798,43.59934,3269.32,996.49
13,-72.80815,43.59941,3266.93,995.76
14,-72.80820,43.59953,3259.71,993.56
15,-72.80830,43.59968,3256.17,992.48
16,-72.80847,43.59985,3252.46,991.35
17,-72.80867,43.60000,3248.52,990.15
18,-72.80885,43.60010,3243.27,988.55
19,-72.80892,43.60019,3235.70,986.24
20,-72.80884,43.60026,3234.71,985.94
21,-72.80865,43.60038,3233.14,985.46
22,-72.80848,43.60042,3230.48,984.65
23,-72.80820,43.60048,3225.26,983.06
24,-72.80801,43.60058,3226.08,983.31
25,-72.80772,43.60063,3218.01,980.85
26,-72.80747,43.60061,3211.81,978.96
27,-72.80712,43.60056,3206.99,977.49
28,-72.80686,43.60053,3205.84,977.14
29,-72.80656,43.60053,3201.84,975.92
30,-72.80620,43.60054,3196.00,974.14
31,-72.80583,43.60056,3187.04,971.41
32,-72.80553,43.60061,3180.58,969.44
33,-72.80521,43.60069,3175.33,967.84
34,-72.80497,43.60077,3169.72,966.13
35,-72.80479,43.60088,3165.72,964.91
36,-72.80464,43.60105,3161.58,963.65
37,-72.80452,43.60115,3158.04,962.57
38,-72.80430,43.60126,3151.84,960.68
39,-72.80409,43.60129,3149.28,959.90
40,-72.80386,43.60126,3146.06,958.92
41,-72.80364,43.60119,3140.88,957.34
42,-72.80340,43.60112,3134.35,955.35
43,-72.80316,43.60104,3130.87,954.29
44,-72.80287,43.60095,3121.72,951.50
45,-72.80259,43.60090,3112.89,948.81
46,-72.80238,43.60091,3101.51,945.34
47,-72.80219,43.60097,3098.29,944.36
48,-72.80199,43.60111,3095.80,943.60
