ID,Input Lon,Input Lat,Elev(ft),Elev(m)
1,-72.79105,44.52143,2295.41,699.64
2,-72.79062,44.52193,2272.67,692.71
3,-72.79037,44.52231,2255.05,687.34
4,-72.79026,44.52247,2231.23,680.08
5,-72.78967,44.52297,2132.74,650.06
6,-72.78854,44.52404,1991.9,607.13
7,-72.78734,44.52501,1842.19,561.5
8,-72.78588,44.52638,1696.95,517.23
9,-72.78506,44.52721,1627.36,496.02
10,-72.78464,44.52732,1605.54,489.37
11,-72.78367,44.52747,1559.94,475.47
12,-72.78342,44.52759,1547.8,471.77
