ID,Input Lon,Input Lat,Elev(ft),Elev(m)
1,-72.79281,44.51979,2498.03,761.4
2,-72.79282,44.5199,2498.52,761.55
3,-72.79282,44.52017,2500,762
4,-72.7928,44.52024,2500.62,762.19
5,-72.79275,44.5204,2497.7,761.3
6,-72.79257,44.52055,2481.76,756.44
7,-72.79226,44.52082,2439.5,743.56
8,-72.79195,44.5211,2393.57,729.56
9,-72.79164,44.52139,2351.44,716.72
10,-72.79131,44.52167,2315.19,705.67
11,-72.79105,44.5219,2300.39,701.16
12,-72.79064,44.5222,2275.26,693.5
13,-72.79037,44.52231,2255.05,687.34
