ID,Input Lon,Input Lat,Elev(ft),Elev(m)
1,-72.7882,44.51872,2160.33,658.47
2,-72.788,44.51863,2150.92,655.6
3,-72.78613,44.51794,2046.59,623.8
4,-72.78456,44.51733,1951.67,594.87
5,-72.78301,44.51671,1887.8,575.4
6,-72.78127,44.51605,1845.47,562.5
7,-72.77968,44.51542,1801.38,549.06
8,-72.7781,44.51482,1736.78,529.37
9,-72.77647,44.51417,1665.91,507.77
10,-72.77582,44.51392,1634.38,498.16
11,-72.77515,44.51366,1601.74,488.21
12,-72.77351,44.51303,1532.87,467.22
13,-72.77164,44.51238,1480.84,451.36
14,-72.77051,44.51195,1421.92,433.4
15,-72.76957,44.51148,1384.22,421.91
