ID,Input Lon,Input Lat,Elev(ft),Elev(m)
1,-72.78378,44.54046,2283.69,696.07
2,-72.78385,44.54032,2261.98,689.45
3,-72.78399,44.54021,2250.92,686.08
4,-72.78424,44.54003,2227.49,678.94
5,-72.78428,44.53996,2216.86,675.7
6,-72.78427,44.53983,2201.61,671.05
7,-72.7842,44.53974,2191.14,667.86
8,-72.78398,44.53953,2175.92,663.22
9,-72.78391,44.53945,2173.2,662.39
10,-72.78389,44.53933,2168.11,660.84
11,-72.78388,44.53916,2155.38,656.96
12,-72.78386,44.53879,2144.23,653.56
13,-72.78381,44.53854,2126.57,648.18
14,-72.78374,44.53835,2110.37,643.24
15,-72.78353,44.53811,2093.34,638.05
16,-72.78344,44.53801,2087.2,636.18
17,-72.78341,44.53798,2086.02,635.82
18,-72.78325,44.5377,2066.6,629.9
19,-72.78314,44.53745,2044.82,623.26
20,-72.78314,44.53731,2033.76,619.89
21,-72.78313,44.53714,2014.83,614.12
22,-72.78305,44.53698,1998.06,609.01
23,-72.7828,44.53669,1963.65,598.52
24,-72.78246,44.53638,1953.48,595.42
