ID,Input Lon,Input Lat,Elev(ft),Elev(m)
1,-72.80847,44.5261,3218.64,981.04
2,-72.80894,44.52635,3218.04,980.86
3,-72.80907,44.52653,3199.74,975.28
4,-72.80912,44.52671,3177.36,968.46
5,-72.80914,44.52693,3154.33,961.44
6,-72.80931,44.52736,3131.27,954.41
7,-72.80939,44.52756,3122.9,951.86
8,-72.80951,44.52783,3108.01,947.32
9,-72.80968,44.52816,3087.3,941.01
10,-72.80989,44.52839,3078.77,938.41
11,-72.80998,44.52875,3070.54,935.9
12,-72.81003,44.52896,3067.55,934.99
13,-72.80971,44.52916,3045.74,928.34
14,-72.8095,44.52951,3027.13,922.67
15,-72.80938,44.52966,3013.94,918.65
16,-72.80921,44.52994,2996.82,913.43
17,-72.80904,44.53035,2975.33,906.88
18,-72.80897,44.53064,2960.17,902.26
19,-72.80897,44.53092,2955.68,900.89
20,-72.80893,44.53104,2949.31,898.95
