ID,Input Lon,Input Lat,Elev(ft),Elev(m)
1,-72.79281,44.51979,2498.03,761.4
2,-72.79219,44.51958,2446.52,745.7
3,-72.79136,44.51932,2386.98,727.55
4,-72.79095,44.51924,2351.9,716.86
5,-72.79034,44.51924,2306.04,702.88
6,-72.7899,44.51935,2277.62,694.22
7,-72.78912,44.51971,2215.62,675.32
8,-72.78861,44.52004,2149.08,655.04
9,-72.78833,44.52025,2121.33,646.58
10,-72.78786,44.52077,2096.62,639.05
11,-72.7876,44.52102,2087.76,636.35
12,-72.78733,44.52127,2076.57,632.94
13,-72.78681,44.52153,2037.01,620.88
14,-72.78662,44.52171,2016.63,614.67
