ID,Input Lon,Input Lat,Elev(ft),Elev(m)
1,-72.80936,44.52483,3520.7,1073.11
2,-72.80942,44.52489,3521.42,1073.33
3,-72.80952,44.52501,3525.43,1074.55
4,-72.80965,44.52515,3528.31,1075.43
5,-72.80982,44.52527,3524.44,1074.25
6,-72.80995,44.52538,3508.1,1069.27
7,-72.81014,44.52559,3478.22,1060.16
8,-72.81031,44.52572,3468.6,1057.23
9,-72.81038,44.52578,3463.52,1055.68
10,-72.81037,44.52585,3450.79,1051.8
11,-72.8103,44.52589,3439.01,1048.21
12,-72.81019,44.52591,3424.18,1043.69
13,-72.81004,44.5259,3406.99,1038.45
14,-72.80985,44.52588,3392.59,1034.06
15,-72.80966,44.5259,3373.03,1028.1
16,-72.80949,44.52598,3333.89,1016.17
17,-72.80934,44.52608,3299.41,1005.66
18,-72.80905,44.52628,3228.71,984.11
19,-72.80894,44.52635,3218.04,980.86
