ID,Input Lon,Input Lat,Elev(ft),Elev(m)
1,-72.77153,44.51142,1505.77,458.96
2,-72.77154,44.51131,1505.45,458.86
3,-72.77164,44.51123,1510.24,460.32
4,-72.7718,44.5112,1517.42,462.51
5,-72.77211,44.51118,1526.38,465.24
6,-72.77228,44.51111,1526.51,465.28
7,-72.77231,44.51101,1520.31,463.39
8,-72.77224,44.51083,1512.07,460.88
9,-72.77206,44.51059,1496.62,456.17
10,-72.77182,44.51031,1479.66,451
11,-72.77159,44.51004,1461.42,445.44
12,-72.77137,44.50979,1447.21,441.11
13,-72.77123,44.50965,1437.86,438.26
14,-72.77099,44.5095,1418.31,432.3
15,-72.77058,44.50937,1399.05,426.43
16,-72.76999,44.50916,1368.9,417.24
17,-72.76886,44.50878,1321.42,402.77
18,-72.76735,44.50823,1301.41,396.67
19,-72.76674,44.50801,1275.2,388.68
20,-72.76643,44.50789,1265.78,385.81
21,-72.76624,44.50787,1259.84,384
22,-72.7661,44.50798,1257.22,383.2
23,-72.76605,44.50824,1258.76,383.67
24,-72.76605,44.50846,1259.94,384.03
